# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_gp1_no_correlation_parallel_model
# start_datetime = 2024-03-01 10:29:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.850000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/gp/1D01-03-2024.07.28hs.json
# init = 2 (Default)
# random
#   seed = 10000
# output
#   file = models/notebooks/results/1D01-03-2024.07.28hs-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.07.28hs-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y8.1,y8.2,yj_remain.1,yj_remain.2,yj_remain.3,yj_remain.4,yj_remain.5,yj_remain.6,yj_remain.7,yj_remain.8,yj_remain.9,yj_remain.10,yj_remain.11,yj_remain.12,yj_remain.13,yb_remain.1,yb_remain.2,yb_remain.3,yb_remain.4,yb_remain.5,yb_remain.6,yb_remain.7,yb_remain.8,yb_remain.9,yb_remain.10,yb_remain.11,yb_remain.12,yb_remain.13,theta.1,theta.2,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14
-1087.13,0.994488,0.00063111,12,4095,0,1100.88,-3.85629,-1.86514,-6.96962,-3.77844,-2.53811,-1.98006,-2.01109,-2.27356,-2.76464,-3.81664,-5.56324,-7.79881,-10.4663,-14.4374,-23.952,-10.9428,-7.38765,-5.84825,-4.74796,-3.17119,-2.66058,-2.34876,-2.28761,-2.28792,-2.01438,-1.5721,-1.52544,-2.55532,0.807449,0.192551,-6.96962,-3.77844,-2.53811,-1.98006,-1.86514,-2.01109,-2.27356,-2.76464,-3.81664,-5.56324,-7.79881,-10.4663,-14.4374,-23.952,-10.9428,-7.38765,-5.84825,-4.74796,-3.85629,-3.17119,-2.66058,-2.34876,-2.28761,-2.28792,-2.01438,-1.5721,-1.52544,-2.55532
-1089.98,0.984792,0.00063111,13,16383,0,1100.93,-2.83487,-1.82111,-6.30327,-3.22051,-2.17374,-1.82369,-1.93727,-2.13222,-2.58083,-3.50657,-5.04921,-7.31755,-10.4984,-15.2223,-25.1381,-10.3588,-6.3701,-4.70251,-3.68457,-2.21401,-2.14179,-2.57266,-2.99383,-3.05689,-2.82805,-2.5023,-2.34906,-3.1013,0.725911,0.274089,-6.30327,-3.22051,-2.17374,-1.82369,-1.82111,-1.93727,-2.13222,-2.58083,-3.50657,-5.04921,-7.31755,-10.4984,-15.2223,-25.1381,-10.3588,-6.3701,-4.70251,-3.68457,-2.83487,-2.21401,-2.14179,-2.57266,-2.99383,-3.05689,-2.82805,-2.5023,-2.34906,-3.1013
-1091.86,0.9978,0.00063111,13,8191,0,1104.75,-4.04315,-1.33985,-6.36518,-2.95841,-1.72851,-1.29577,-1.58231,-1.91838,-2.59182,-3.91859,-5.90163,-8.2427,-10.8996,-14.8677,-24.462,-10.3087,-6.86689,-5.59573,-4.77777,-3.3915,-2.91929,-2.8192,-3.12918,-3.45944,-3.3749,-2.94258,-2.75228,-3.72917,0.672682,0.327318,-6.36518,-2.95841,-1.72851,-1.29577,-1.33985,-1.58231,-1.91838,-2.59182,-3.91859,-5.90163,-8.2427,-10.8996,-14.8677,-24.462,-10.3087,-6.86689,-5.59573,-4.77777,-4.04315,-3.3915,-2.91929,-2.8192,-3.12918,-3.45944,-3.3749,-2.94258,-2.75228,-3.72917
-1086.16,0.920436,0.00063111,12,8191,0,1102.66,-3.47613,-1.25242,-6.21599,-2.88244,-1.6605,-1.22579,-1.42824,-1.74124,-2.53016,-3.92247,-5.66636,-7.64381,-10.2713,-14.6376,-24.6159,-11.384,-7.4004,-5.51024,-4.33462,-2.82912,-2.55445,-2.72506,-3.05562,-3.19456,-3.06647,-2.84261,-2.78529,-3.50031,0.688504,0.311496,-6.21599,-2.88244,-1.6605,-1.22579,-1.25242,-1.42824,-1.74124,-2.53016,-3.92247,-5.66636,-7.64381,-10.2713,-14.6376,-24.6159,-11.384,-7.4004,-5.51024,-4.33462,-3.47613,-2.82912,-2.55445,-2.72506,-3.05562,-3.19456,-3.06647,-2.84261,-2.78529,-3.50031
-1091.22,0.990965,0.00063111,12,8191,0,1105.35,-3.9712,-0.868804,-5.74578,-2.56918,-1.31111,-0.823524,-1.20519,-1.68942,-2.36732,-3.46876,-5.21978,-7.68468,-11.0031,-15.8561,-25.8501,-11.1142,-7.54659,-6.07054,-4.99415,-3.17207,-2.8955,-3.13204,-3.49168,-3.6174,-3.48023,-3.27507,-3.27347,-4.09468,0.65553,0.34447,-5.74578,-2.56918,-1.31111,-0.823524,-0.868804,-1.20519,-1.68942,-2.36732,-3.46876,-5.21978,-7.68468,-11.0031,-15.8561,-25.8501,-11.1142,-7.54659,-6.07054,-4.99415,-3.9712,-3.17207,-2.8955,-3.13204,-3.49168,-3.6174,-3.48023,-3.27507,-3.27347,-4.09468
-1093.6,0.86622,0.00063111,14,16383,0,1112.58,-3.49415,-2.08156,-6.62267,-3.60442,-2.59683,-2.20596,-2.13503,-2.38174,-2.83376,-3.59599,-4.86806,-6.82185,-9.76864,-14.5374,-24.7963,-10.2857,-6.69267,-5.11424,-4.15761,-2.98675,-2.65431,-2.45946,-2.15498,-1.50957,-0.649254,-0.072276,-0.301658,-1.80036,0.861222,0.138778,-6.62267,-3.60442,-2.59683,-2.20596,-2.08156,-2.13503,-2.38174,-2.83376,-3.59599,-4.86806,-6.82185,-9.76864,-14.5374,-24.7963,-10.2857,-6.69267,-5.11424,-4.15761,-3.49415,-2.98675,-2.65431,-2.45946,-2.15498,-1.50957,-0.649254,-0.072276,-0.301658,-1.80036
-1089.89,0.884922,0.00063111,13,8191,0,1107.73,-3.32369,-1.81302,-7.24625,-3.81255,-2.41107,-1.85838,-1.9185,-2.11821,-2.65047,-3.72296,-5.35258,-7.50102,-10.3023,-14.5186,-24.0691,-10.1704,-6.41574,-4.82276,-3.87299,-3.02644,-2.88604,-2.86916,-2.78203,-2.39951,-1.79199,-1.32752,-1.41499,-2.56204,0.832668,0.167332,-7.24625,-3.81255,-2.41107,-1.85838,-1.81302,-1.9185,-2.11821,-2.65047,-3.72296,-5.35258,-7.50102,-10.3023,-14.5186,-24.0691,-10.1704,-6.41574,-4.82276,-3.87299,-3.32369,-3.02644,-2.88604,-2.86916,-2.78203,-2.39951,-1.79199,-1.32752,-1.41499,-2.56204
-1092.67,0.997463,0.00063111,12,4095,0,1106.46,-3.3621,-1.69917,-7.17622,-3.96214,-2.54216,-1.85677,-1.74479,-1.95218,-2.61223,-3.85848,-5.52135,-7.48552,-10.0778,-14.371,-24.3873,-9.94422,-6.17665,-4.56496,-3.71545,-3.24714,-3.14882,-2.98355,-2.69656,-2.23866,-1.72917,-1.42165,-1.58702,-2.8132,0.815234,0.184766,-7.17622,-3.96214,-2.54216,-1.85677,-1.69917,-1.74479,-1.95218,-2.61223,-3.85848,-5.52135,-7.48552,-10.0778,-14.371,-24.3873,-9.94422,-6.17665,-4.56496,-3.71545,-3.3621,-3.24714,-3.14882,-2.98355,-2.69656,-2.23866,-1.72917,-1.42165,-1.58702,-2.8132
-1090.02,0.998941,0.00063111,13,16383,0,1104.92,-3.99298,-1.88435,-6.80509,-3.6366,-2.38552,-1.86345,-2.13199,-2.31983,-2.56426,-3.37355,-5.12818,-7.76828,-11.1465,-15.7751,-25.4336,-9.78995,-6.17657,-4.91427,-4.37086,-3.57326,-3.13726,-2.81552,-2.64248,-2.43205,-1.98542,-1.47825,-1.38415,-2.32471,0.830118,0.169882,-6.80509,-3.6366,-2.38552,-1.86345,-1.88435,-2.13199,-2.31983,-2.56426,-3.37355,-5.12818,-7.76828,-11.1465,-15.7751,-25.4336,-9.78995,-6.17657,-4.91427,-4.37086,-3.99298,-3.57326,-3.13726,-2.81552,-2.64248,-2.43205,-1.98542,-1.47825,-1.38415,-2.32471
-1084.54,0.998859,0.00063111,13,8191,0,1099.72,-3.5378,-1.60807,-6.57819,-3.36485,-2.17249,-1.71072,-1.61409,-1.82634,-2.51879,-3.77808,-5.53729,-7.78991,-10.7282,-15.1732,-25.0573,-10.3173,-6.41446,-4.75068,-3.89668,-3.42417,-3.35388,-3.21505,-2.92411,-2.45778,-1.92442,-1.56191,-1.68824,-2.9095,0.829094,0.170906,-6.57819,-3.36485,-2.17249,-1.71072,-1.60807,-1.61409,-1.82634,-2.51879,-3.77808,-5.53729,-7.78991,-10.7282,-15.1732,-25.0573,-10.3173,-6.41446,-4.75068,-3.89668,-3.5378,-3.42417,-3.35388,-3.21505,-2.92411,-2.45778,-1.92442,-1.56191,-1.68824,-2.9095
-1091.26,0.838805,0.00063111,12,4095,0,1099.99,-3.9325,-1.79381,-6.73941,-3.49624,-2.25273,-1.77369,-1.95727,-2.04443,-2.34658,-3.387,-5.37593,-8.05404,-11.1399,-15.2695,-24.6246,-9.77908,-6.2654,-4.99735,-4.38909,-3.49753,-3.25029,-3.16588,-2.93088,-2.44214,-1.9484,-1.68403,-1.75171,-2.64806,0.814895,0.185105,-6.73941,-3.49624,-2.25273,-1.77369,-1.79381,-1.95727,-2.04443,-2.34658,-3.387,-5.37593,-8.05404,-11.1399,-15.2695,-24.6246,-9.77908,-6.2654,-4.99735,-4.38909,-3.9325,-3.49753,-3.25029,-3.16588,-2.93088,-2.44214,-1.9484,-1.68403,-1.75171,-2.64806
-1085.99,0.978285,0.00063111,13,8191,0,1099.79,-3.53828,-1.64571,-6.42116,-3.32743,-2.18353,-1.69652,-1.81749,-2.01651,-2.29568,-3.02032,-4.62887,-7.23113,-10.6413,-15.243,-24.9442,-10.8867,-7.02343,-5.28658,-4.23918,-3.09886,-2.90655,-2.86811,-2.77654,-2.40424,-1.76928,-1.24954,-1.31698,-2.59473,0.832201,0.167799,-6.42116,-3.32743,-2.18353,-1.69652,-1.64571,-1.81749,-2.01651,-2.29568,-3.02032,-4.62887,-7.23113,-10.6413,-15.243,-24.9442,-10.8867,-7.02343,-5.28658,-4.23918,-3.53828,-3.09886,-2.90655,-2.86811,-2.77654,-2.40424,-1.76928,-1.24954,-1.31698,-2.59473
-1093.39,0.855258,0.00063111,13,8191,0,1105.13,-2.70091,-1.5303,-6.53175,-3.22667,-2.02651,-1.56542,-1.75766,-2.22041,-2.93274,-3.9269,-5.27501,-7.08642,-9.66925,-13.8851,-23.578,-10.3477,-6.22389,-4.29431,-3.27301,-2.12788,-1.5427,-1.3611,-1.68289,-2.03629,-2.0324,-1.82813,-1.9112,-2.94596,0.671969,0.328031,-6.53175,-3.22667,-2.02651,-1.56542,-1.5303,-1.75766,-2.22041,-2.93274,-3.9269,-5.27501,-7.08642,-9.66925,-13.8851,-23.578,-10.3477,-6.22389,-4.29431,-3.27301,-2.70091,-2.12788,-1.5427,-1.3611,-1.68289,-2.03629,-2.0324,-1.82813,-1.9112,-2.94596
-1094.95,0.973195,0.00063111,12,4095,0,1105.96,-2.64627,-1.34148,-6.61092,-3.05931,-1.72306,-1.31598,-1.49335,-1.88284,-2.74052,-4.05121,-5.60915,-7.37829,-9.85613,-14.1551,-24.0818,-10.0052,-6.52473,-4.84233,-3.59078,-2.01547,-1.76944,-1.92976,-2.21162,-2.27352,-2.08801,-1.8193,-1.70006,-2.42524,0.691875,0.308125,-6.61092,-3.05931,-1.72306,-1.31598,-1.34148,-1.49335,-1.88284,-2.74052,-4.05121,-5.60915,-7.37829,-9.85613,-14.1551,-24.0818,-10.0052,-6.52473,-4.84233,-3.59078,-2.64627,-2.01547,-1.76944,-1.92976,-2.21162,-2.27352,-2.08801,-1.8193,-1.70006,-2.42524
-1089.45,0.868214,0.00063111,14,16383,0,1120.57,-4.52209,-1.65165,-6.33104,-3.27217,-2.25574,-1.79504,-1.79266,-2.17837,-2.85506,-3.94392,-5.47289,-7.50109,-10.3505,-14.8199,-24.6505,-10.9234,-6.92578,-5.33894,-4.78846,-4.03573,-3.45099,-3.13098,-3.12075,-3.07604,-2.66812,-2.08121,-1.96541,-3.14384,0.789186,0.210814,-6.33104,-3.27217,-2.25574,-1.79504,-1.65165,-1.79266,-2.17837,-2.85506,-3.94392,-5.47289,-7.50109,-10.3505,-14.8199,-24.6505,-10.9234,-6.92578,-5.33894,-4.78846,-4.52209,-4.03573,-3.45099,-3.13098,-3.12075,-3.07604,-2.66812,-2.08121,-1.96541,-3.14384
-1089.54,0.739567,0.00063111,13,16383,0,1100.75,-2.88415,-1.29396,-6.55777,-3.20826,-1.86897,-1.34081,-1.43494,-1.71806,-2.31715,-3.38233,-5.00054,-7.30856,-10.5759,-15.5246,-25.7694,-10.4787,-6.61345,-4.66678,-3.42653,-2.78349,-2.69699,-2.53863,-2.46372,-2.42314,-2.25182,-1.96574,-1.79858,-2.47686,0.781273,0.218727,-6.55777,-3.20826,-1.86897,-1.34081,-1.29396,-1.43494,-1.71806,-2.31715,-3.38233,-5.00054,-7.30856,-10.5759,-15.5246,-25.7694,-10.4787,-6.61345,-4.66678,-3.42653,-2.88415,-2.78349,-2.69699,-2.53863,-2.46372,-2.42314,-2.25182,-1.96574,-1.79858,-2.47686
-1093.63,0.980793,0.00063111,13,8191,0,1104.66,-3.07473,-1.05162,-6.62394,-3.09114,-1.6758,-1.10406,-1.43023,-2.23355,-3.36522,-4.65553,-6.02311,-7.62076,-9.9752,-14.1401,-23.9149,-11.3868,-7.63612,-5.69665,-4.2149,-2.21141,-1.64993,-1.54053,-1.84091,-2.15528,-2.11323,-1.82081,-1.76843,-2.75239,0.705245,0.294755,-6.62394,-3.09114,-1.6758,-1.10406,-1.05162,-1.43023,-2.23355,-3.36522,-4.65553,-6.02311,-7.62076,-9.9752,-14.1401,-23.9149,-11.3868,-7.63612,-5.69665,-4.2149,-3.07473,-2.21141,-1.64993,-1.54053,-1.84091,-2.15528,-2.11323,-1.82081,-1.76843,-2.75239
-1091.01,0.999782,0.00063111,13,8191,0,1106.33,-3.4576,-1.46009,-6.43127,-3.23321,-2.0534,-1.49524,-1.80062,-2.29718,-2.99084,-4.08347,-5.68296,-7.78947,-10.4325,-14.3205,-23.636,-10.3527,-6.71929,-5.31047,-4.39662,-2.48978,-1.81263,-1.6952,-2.02965,-2.34475,-2.30375,-2.05599,-2.04057,-3.01215,0.692386,0.307614,-6.43127,-3.23321,-2.0534,-1.49524,-1.46009,-1.80062,-2.29718,-2.99084,-4.08347,-5.68296,-7.78947,-10.4325,-14.3205,-23.636,-10.3527,-6.71929,-5.31047,-4.39662,-3.4576,-2.48978,-1.81263,-1.6952,-2.02965,-2.34475,-2.30375,-2.05599,-2.04057,-3.01215
-1088.91,0.987888,0.00063111,13,8191,0,1103.9,-3.81049,-1.66698,-6.45531,-3.2839,-2.12443,-1.68804,-1.78404,-1.88452,-2.09546,-2.85038,-4.55575,-7.17792,-10.4965,-15.0851,-24.9802,-11.7446,-7.95866,-6.00703,-4.68708,-3.29734,-3.10243,-3.07231,-3.00008,-2.75705,-2.3437,-1.94464,-1.90766,-2.93131,0.816529,0.183471,-6.45531,-3.2839,-2.12443,-1.68804,-1.66698,-1.78404,-1.88452,-2.09546,-2.85038,-4.55575,-7.17792,-10.4965,-15.0851,-24.9802,-11.7446,-7.95866,-6.00703,-4.68708,-3.81049,-3.29734,-3.10243,-3.07231,-3.00008,-2.75705,-2.3437,-1.94464,-1.90766,-2.93131
-1091.15,0.994314,0.00063111,13,8191,0,1110.58,-3.53489,-1.69533,-6.5053,-3.40807,-2.25053,-1.71926,-1.97239,-2.28223,-2.68975,-3.49832,-4.79043,-6.53463,-9.10428,-13.509,-23.5573,-9.69434,-6.07452,-4.73606,-4.03478,-3.13194,-2.80069,-2.57596,-2.53109,-2.54836,-2.40789,-2.16038,-2.11662,-2.90961,0.814964,0.185036,-6.5053,-3.40807,-2.25053,-1.71926,-1.69533,-1.97239,-2.28223,-2.68975,-3.49832,-4.79043,-6.53463,-9.10428,-13.509,-23.5573,-9.69434,-6.07452,-4.73606,-4.03478,-3.53489,-3.13194,-2.80069,-2.57596,-2.53109,-2.54836,-2.40789,-2.16038,-2.11662,-2.90961
-1096.21,0.984466,0.00063111,12,4095,0,1107.48,-3.81035,-1.68141,-6.56498,-3.41332,-2.25479,-1.74171,-1.91396,-2.2591,-2.75978,-3.59644,-4.76364,-6.32224,-8.84836,-13.4298,-23.7748,-9.52208,-5.87998,-4.76218,-4.289,-3.26321,-2.82738,-2.61722,-2.55467,-2.4703,-2.31094,-2.14874,-2.11931,-2.80501,0.826492,0.173508,-6.56498,-3.41332,-2.25479,-1.74171,-1.68141,-1.91396,-2.2591,-2.75978,-3.59644,-4.76364,-6.32224,-8.84836,-13.4298,-23.7748,-9.52208,-5.87998,-4.76218,-4.289,-3.81035,-3.26321,-2.82738,-2.61722,-2.55467,-2.4703,-2.31094,-2.14874,-2.11931,-2.80501
-1092.64,0.831558,0.00063111,13,8191,0,1109.85,-2.72466,-1.2937,-6.29555,-3.15494,-1.89008,-1.34822,-1.43335,-1.66739,-2.2285,-3.43475,-5.42688,-8.13842,-11.5344,-16.2551,-26.1625,-11.335,-7.16214,-5.03652,-3.65532,-2.24481,-2.29666,-2.67278,-2.88852,-2.66883,-2.21575,-1.87944,-1.93086,-2.98409,0.690911,0.309089,-6.29555,-3.15494,-1.89008,-1.34822,-1.2937,-1.43335,-1.66739,-2.2285,-3.43475,-5.42688,-8.13842,-11.5344,-16.2551,-26.1625,-11.335,-7.16214,-5.03652,-3.65532,-2.72466,-2.24481,-2.29666,-2.67278,-2.88852,-2.66883,-2.21575,-1.87944,-1.93086,-2.98409
-1086.54,0.997313,0.00063111,13,8191,0,1102.15,-3.65224,-1.62676,-6.27223,-3.41075,-2.35397,-1.81276,-1.71772,-2.08017,-2.75986,-3.82883,-5.40913,-7.66496,-10.7724,-15.2805,-24.9267,-10.7872,-7.06596,-5.34121,-4.30549,-3.14247,-2.73578,-2.61829,-2.83583,-3.072,-2.95877,-2.53149,-2.34087,-3.34599,0.720357,0.279643,-6.27223,-3.41075,-2.35397,-1.81276,-1.62676,-1.71772,-2.08017,-2.75986,-3.82883,-5.40913,-7.66496,-10.7724,-15.2805,-24.9267,-10.7872,-7.06596,-5.34121,-4.30549,-3.65224,-3.14247,-2.73578,-2.61829,-2.83583,-3.072,-2.95877,-2.53149,-2.34087,-3.34599
-1090.44,0.869005,0.00063111,14,16383,0,1100.29,-2.85008,-2.00386,-6.52674,-3.61964,-2.4697,-1.93972,-2.38173,-2.73752,-3.18227,-4.10522,-5.70229,-7.95414,-10.9723,-15.4842,-25.2358,-10.4782,-6.57485,-4.70439,-3.58035,-2.31996,-1.98912,-1.87384,-1.90768,-1.95045,-1.81915,-1.54502,-1.51757,-2.47659,0.769198,0.230802,-6.52674,-3.61964,-2.4697,-1.93972,-2.00386,-2.38173,-2.73752,-3.18227,-4.10522,-5.70229,-7.95414,-10.9723,-15.4842,-25.2358,-10.4782,-6.57485,-4.70439,-3.58035,-2.85008,-2.31996,-1.98912,-1.87384,-1.90768,-1.95045,-1.81915,-1.54502,-1.51757,-2.47659
-1089.01,0.999195,0.00063111,13,16383,0,1101.17,-3.06515,-1.66907,-7.02059,-3.52029,-2.07728,-1.53403,-2.10203,-2.47085,-2.89726,-3.88948,-5.66778,-7.99685,-10.8555,-15.1666,-24.9776,-11.3919,-7.54819,-5.57537,-4.17095,-2.24018,-1.83958,-1.8693,-2.11043,-2.29537,-2.23004,-1.99646,-2.05491,-3.14102,0.713231,0.286769,-7.02059,-3.52029,-2.07728,-1.53403,-1.66907,-2.10203,-2.47085,-2.89726,-3.88948,-5.66778,-7.99685,-10.8555,-15.1666,-24.9776,-11.3919,-7.54819,-5.57537,-4.17095,-3.06515,-2.24018,-1.83958,-1.8693,-2.11043,-2.29537,-2.23004,-1.99646,-2.05491,-3.14102
