# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_gp1_no_correlation_parallel_model
# start_datetime = 2024-03-01 10:27:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.850000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/gp/1D01-03-2024.07.27hs.json
# init = 2 (Default)
# random
#   seed = 30
# output
#   file = models/notebooks/results/1D01-03-2024.07.27hs-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.07.27hs-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y8.1,y8.2,yj_remain.1,yj_remain.2,yj_remain.3,yj_remain.4,yj_remain.5,yj_remain.6,yj_remain.7,yj_remain.8,yj_remain.9,yj_remain.10,yj_remain.11,yj_remain.12,yj_remain.13,yb_remain.1,yb_remain.2,yb_remain.3,yb_remain.4,yb_remain.5,yb_remain.6,yb_remain.7,yb_remain.8,yb_remain.9,yb_remain.10,yb_remain.11,yb_remain.12,yb_remain.13,theta.1,theta.2,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14
-1108.7,0.960939,0.00076487,11,4095,0,1125.41,-3.52013,-1.3742,-6.83209,-3.589,-2.24206,-1.5384,-1.6024,-2.06931,-2.90373,-4.23846,-5.89788,-7.82501,-10.4984,-14.9393,-24.8591,-10.4125,-6.83033,-5.29326,-4.31467,-2.79643,-2.2665,-2.17524,-2.49157,-2.75941,-2.62712,-2.35864,-2.51769,-3.67519,0.600956,0.399044,-6.83209,-3.589,-2.24206,-1.5384,-1.3742,-1.6024,-2.06931,-2.90373,-4.23846,-5.89788,-7.82501,-10.4984,-14.9393,-24.8591,-10.4125,-6.83033,-5.29326,-4.31467,-3.52013,-2.79643,-2.2665,-2.17524,-2.49157,-2.75941,-2.62712,-2.35864,-2.51769,-3.67519
-1108.3,0.999893,0.00076487,12,8191,0,1129.66,-3.29251,-1.55532,-6.40045,-3.2651,-2.14249,-1.63891,-1.75863,-2.10012,-2.60306,-3.46262,-4.89623,-7.10411,-10.2801,-14.8969,-24.4747,-10.7564,-6.98493,-5.2227,-4.13228,-2.51345,-1.97167,-1.89194,-2.12769,-2.33161,-2.33735,-2.21369,-2.17311,-2.8569,0.622236,0.377764,-6.40045,-3.2651,-2.14249,-1.63891,-1.55532,-1.75863,-2.10012,-2.60306,-3.46262,-4.89623,-7.10411,-10.2801,-14.8969,-24.4747,-10.7564,-6.98493,-5.2227,-4.13228,-3.29251,-2.51345,-1.97167,-1.89194,-2.12769,-2.33161,-2.33735,-2.21369,-2.17311,-2.8569
-1105.57,0.993988,0.00076487,11,4095,0,1120.23,-3.63428,-1.52628,-6.63332,-3.16798,-1.93267,-1.51067,-1.76847,-2.16956,-2.83108,-3.88303,-5.37375,-7.37949,-10.2142,-14.7663,-24.8724,-11.176,-7.19643,-5.43011,-4.39112,-2.97593,-2.40019,-2.03929,-2.01017,-2.18871,-2.30014,-2.27516,-2.43997,-3.52503,0.686403,0.313597,-6.63332,-3.16798,-1.93267,-1.51067,-1.52628,-1.76847,-2.16956,-2.83108,-3.88303,-5.37375,-7.37949,-10.2142,-14.7663,-24.8724,-11.176,-7.19643,-5.43011,-4.39112,-3.63428,-2.97593,-2.40019,-2.03929,-2.01017,-2.18871,-2.30014,-2.27516,-2.43997,-3.52503
-1106.11,0.889834,0.00076487,11,4095,0,1127.39,-3.75975,-1.45455,-6.96655,-3.39153,-2.05237,-1.51059,-1.67107,-1.96443,-2.46165,-3.55847,-5.36904,-7.7016,-10.6835,-15.226,-25.2062,-11.3084,-7.66133,-5.9962,-4.79953,-2.8868,-2.28558,-2.03624,-2.10631,-2.29107,-2.3077,-2.08128,-1.9698,-2.86859,0.720953,0.279047,-6.96655,-3.39153,-2.05237,-1.51059,-1.45455,-1.67107,-1.96443,-2.46165,-3.55847,-5.36904,-7.7016,-10.6835,-15.226,-25.2062,-11.3084,-7.66133,-5.9962,-4.79953,-3.75975,-2.8868,-2.28558,-2.03624,-2.10631,-2.29107,-2.3077,-2.08128,-1.9698,-2.86859
-1108.48,0.987739,0.00076487,13,8191,0,1118.12,-3.51673,-1.96826,-7.24947,-4.00116,-2.72127,-2.10294,-2.12556,-2.35295,-2.73287,-3.53786,-4.92865,-7.0275,-10.0407,-14.5374,-24.1681,-10.4975,-6.69403,-5.01086,-4.05967,-3.16806,-2.93613,-2.89808,-2.99049,-2.94965,-2.66571,-2.3473,-2.38423,-3.39377,0.698477,0.301523,-7.24947,-4.00116,-2.72127,-2.10294,-1.96826,-2.12556,-2.35295,-2.73287,-3.53786,-4.92865,-7.0275,-10.0407,-14.5374,-24.1681,-10.4975,-6.69403,-5.01086,-4.05967,-3.51673,-3.16806,-2.93613,-2.89808,-2.99049,-2.94965,-2.66571,-2.3473,-2.38423,-3.39377
-1101.76,0.947582,0.00076487,13,8191,0,1119.13,-3.80797,-1.6447,-6.58912,-3.3438,-2.20819,-1.74865,-1.75253,-2.04916,-2.60148,-3.51137,-4.92132,-6.98049,-9.898,-14.4221,-24.3637,-10.933,-7.28903,-5.71418,-4.67104,-3.08458,-2.59381,-2.3824,-2.36623,-2.38033,-2.25996,-2.0396,-2.103,-3.21513,0.682986,0.317014,-6.58912,-3.3438,-2.20819,-1.74865,-1.6447,-1.75253,-2.04916,-2.60148,-3.51137,-4.92132,-6.98049,-9.898,-14.4221,-24.3637,-10.933,-7.28903,-5.71418,-4.67104,-3.80797,-3.08458,-2.59381,-2.3824,-2.36623,-2.38033,-2.25996,-2.0396,-2.103,-3.21513
-1101.55,0.891855,0.00076487,13,10239,0,1114.2,-2.86929,-1.4865,-6.83496,-3.48532,-2.08458,-1.49667,-1.73335,-2.04746,-2.59713,-3.6792,-5.35982,-7.58051,-10.5631,-15.1059,-24.9101,-10.4396,-6.40051,-4.54179,-3.52048,-2.3282,-1.97244,-1.97695,-2.24659,-2.42879,-2.32154,-2.1364,-2.28325,-3.35292,0.60331,0.39669,-6.83496,-3.48532,-2.08458,-1.49667,-1.4865,-1.73335,-2.04746,-2.59713,-3.6792,-5.35982,-7.58051,-10.5631,-15.1059,-24.9101,-10.4396,-6.40051,-4.54179,-3.52048,-2.86929,-2.3282,-1.97244,-1.97695,-2.24659,-2.42879,-2.32154,-2.1364,-2.28325,-3.35292
-1106.2,0.980252,0.00076487,13,8191,0,1113.02,-2.86261,-1.91273,-6.73918,-3.64333,-2.46161,-1.96279,-2.1347,-2.46144,-2.94902,-3.84879,-5.32965,-7.47258,-10.4653,-15.0005,-24.8515,-10.3367,-6.5381,-4.7509,-3.63137,-2.294,-2.01373,-2.12913,-2.43114,-2.54244,-2.35456,-2.09884,-2.09528,-2.96188,0.694935,0.305065,-6.73918,-3.64333,-2.46161,-1.96279,-1.91273,-2.1347,-2.46144,-2.94902,-3.84879,-5.32965,-7.47258,-10.4653,-15.0005,-24.8515,-10.3367,-6.5381,-4.7509,-3.63137,-2.86261,-2.294,-2.01373,-2.12913,-2.43114,-2.54244,-2.35456,-2.09884,-2.09528,-2.96188
-1112.13,0.843007,0.00076487,12,8191,0,1122.14,-2.87824,-2.11427,-6.39809,-3.49046,-2.47861,-2.09969,-2.29465,-2.60997,-3.16333,-4.0437,-5.38445,-7.3686,-10.3025,-14.956,-25.0079,-10.2319,-6.45232,-4.74137,-3.66302,-2.24174,-1.87631,-1.9889,-2.4385,-2.72288,-2.52005,-2.10307,-2.05505,-2.99903,0.684657,0.315343,-6.39809,-3.49046,-2.47861,-2.09969,-2.11427,-2.29465,-2.60997,-3.16333,-4.0437,-5.38445,-7.3686,-10.3025,-14.956,-25.0079,-10.2319,-6.45232,-4.74137,-3.66302,-2.87824,-2.24174,-1.87631,-1.9889,-2.4385,-2.72288,-2.52005,-2.10307,-2.05505,-2.99903
-1115.28,0.954828,0.00076487,12,8191,0,1130.3,-2.23413,-1.35246,-6.79812,-3.1186,-1.62689,-1.16261,-1.68777,-1.98619,-2.55951,-3.69432,-5.40602,-7.64157,-10.5538,-14.9678,-24.7492,-10.5954,-6.09338,-3.90801,-2.79412,-1.88366,-1.77957,-2.07085,-2.57719,-2.8914,-2.82684,-2.61984,-2.74999,-3.89898,0.47752,0.52248,-6.79812,-3.1186,-1.62689,-1.16261,-1.35246,-1.68777,-1.98619,-2.55951,-3.69432,-5.40602,-7.64157,-10.5538,-14.9678,-24.7492,-10.5954,-6.09338,-3.90801,-2.79412,-2.23413,-1.88366,-1.77957,-2.07085,-2.57719,-2.8914,-2.82684,-2.61984,-2.74999,-3.89898
-1112.82,0.954533,0.00076487,12,4095,0,1130.22,-3.22064,-1.37125,-6.01102,-3.06825,-1.97147,-1.3966,-1.87797,-2.60411,-3.34458,-4.23435,-5.51458,-7.39057,-10.1642,-14.6612,-24.732,-9.69714,-5.83665,-4.45327,-3.82799,-2.49383,-2.05319,-2.21924,-2.76806,-3.18799,-3.21912,-2.96262,-2.75769,-3.4698,0.57041,0.42959,-6.01102,-3.06825,-1.97147,-1.3966,-1.37125,-1.87797,-2.60411,-3.34458,-4.23435,-5.51458,-7.39057,-10.1642,-14.6612,-24.732,-9.69714,-5.83665,-4.45327,-3.82799,-3.22064,-2.49383,-2.05319,-2.21924,-2.76806,-3.18799,-3.21912,-2.96262,-2.75769,-3.4698
-1110.47,0.796031,0.00076487,12,4095,0,1124.61,-3.10604,-1.4745,-6.18438,-3.08705,-1.95926,-1.49947,-1.80136,-2.42921,-3.2256,-4.18457,-5.52299,-7.46407,-10.3361,-14.9325,-24.8624,-9.84776,-6.03162,-4.49214,-3.66423,-2.6131,-2.26187,-2.31349,-2.78763,-3.24567,-3.25762,-2.9148,-2.71756,-3.48534,0.488627,0.511373,-6.18438,-3.08705,-1.95926,-1.49947,-1.4745,-1.80136,-2.42921,-3.2256,-4.18457,-5.52299,-7.46407,-10.3361,-14.9325,-24.8624,-9.84776,-6.03162,-4.49214,-3.66423,-3.10604,-2.6131,-2.26187,-2.31349,-2.78763,-3.24567,-3.25762,-2.9148,-2.71756,-3.48534
-1116.61,0.987382,0.00076487,12,4095,0,1129.12,-2.76771,-1.33139,-6.79082,-3.22815,-1.74471,-1.22055,-1.68956,-2.18515,-2.98207,-4.20488,-5.87373,-8.01286,-10.7981,-15.028,-24.6502,-10.3019,-6.4219,-4.68648,-3.53648,-2.29202,-2.01653,-2.09351,-2.50657,-2.83586,-2.80643,-2.58894,-2.67899,-3.87199,0.453013,0.546987,-6.79082,-3.22815,-1.74471,-1.22055,-1.33139,-1.68956,-2.18515,-2.98207,-4.20488,-5.87373,-8.01286,-10.7981,-15.028,-24.6502,-10.3019,-6.4219,-4.68648,-3.53648,-2.76771,-2.29202,-2.01653,-2.09351,-2.50657,-2.83586,-2.80643,-2.58894,-2.67899,-3.87199
-1120.49,0.926404,0.00076487,13,8191,0,1131.1,-2.86574,-0.506775,-5.7051,-2.27151,-0.892771,-0.311085,-1.41049,-2.73416,-4.08983,-5.19683,-6.22014,-7.76866,-10.3916,-14.7226,-24.4426,-10.7793,-7.17331,-5.38606,-4.03348,-2.0294,-1.7571,-2.01663,-2.55115,-3.0091,-3.01409,-2.5616,-2.28715,-3.15339,0.466844,0.533156,-5.7051,-2.27151,-0.892771,-0.311085,-0.506775,-1.41049,-2.73416,-4.08983,-5.19683,-6.22014,-7.76866,-10.3916,-14.7226,-24.4426,-10.7793,-7.17331,-5.38606,-4.03348,-2.86574,-2.0294,-1.7571,-2.01663,-2.55115,-3.0091,-3.01409,-2.5616,-2.28715,-3.15339
-1116.08,0.984893,0.00076487,13,8191,0,1130.05,-2.91338,-1.1012,-6.17509,-2.74255,-1.54335,-1.11188,-1.25949,-1.47485,-1.98739,-3.09049,-4.87221,-7.38541,-10.7692,-15.5973,-25.596,-10.5802,-6.45835,-4.57036,-3.60156,-2.18307,-1.65528,-1.61148,-1.92042,-2.19666,-2.20582,-2.05099,-1.98469,-2.64756,0.608855,0.391145,-6.17509,-2.74255,-1.54335,-1.11188,-1.1012,-1.25949,-1.47485,-1.98739,-3.09049,-4.87221,-7.38541,-10.7692,-15.5973,-25.596,-10.5802,-6.45835,-4.57036,-3.60156,-2.91338,-2.18307,-1.65528,-1.61148,-1.92042,-2.19666,-2.20582,-2.05099,-1.98469,-2.64756
-1109.57,0.999914,0.00076487,13,8191,0,1132.07,-2.63836,-0.78712,-6.08539,-2.53536,-1.22444,-0.765744,-1.15692,-1.75399,-2.47709,-3.47785,-5.08091,-7.43119,-10.4766,-14.7454,-24.2571,-10.1921,-6.16065,-4.34999,-3.33005,-2.02002,-1.52623,-1.40739,-1.73852,-2.22538,-2.45996,-2.36862,-2.37518,-3.32747,0.587127,0.412873,-6.08539,-2.53536,-1.22444,-0.765744,-0.78712,-1.15692,-1.75399,-2.47709,-3.47785,-5.08091,-7.43119,-10.4766,-14.7454,-24.2571,-10.1921,-6.16065,-4.34999,-3.33005,-2.63836,-2.02002,-1.52623,-1.40739,-1.73852,-2.22538,-2.45996,-2.36862,-2.37518,-3.32747
-1111.3,0.855925,0.00076487,14,16383,0,1130.93,-3.84735,-1.8077,-7.05287,-3.41907,-2.03557,-1.71822,-1.86779,-2.07169,-2.70788,-3.71114,-4.97791,-6.82507,-9.82219,-14.6689,-24.8607,-10.7192,-7.06635,-5.58282,-4.65424,-3.12571,-2.62615,-2.41154,-2.34945,-2.27909,-2.18088,-2.09593,-2.12483,-2.87919,0.738492,0.261508,-7.05287,-3.41907,-2.03557,-1.71822,-1.8077,-1.86779,-2.07169,-2.70788,-3.71114,-4.97791,-6.82507,-9.82219,-14.6689,-24.8607,-10.7192,-7.06635,-5.58282,-4.65424,-3.84735,-3.12571,-2.62615,-2.41154,-2.34945,-2.27909,-2.18088,-2.09593,-2.12483,-2.87919
-1107.11,0.880256,0.00076487,14,16383,0,1122.5,-2.75022,-1.04871,-6.05185,-2.78171,-1.63837,-1.1625,-1.28931,-1.98376,-3.11235,-4.46825,-5.95152,-7.78719,-10.4144,-14.7024,-24.5195,-10.0054,-6.3474,-4.72313,-3.61906,-2.12696,-1.8517,-1.95234,-2.28521,-2.54328,-2.52,-2.36098,-2.45557,-3.53467,0.489631,0.510369,-6.05185,-2.78171,-1.63837,-1.1625,-1.04871,-1.28931,-1.98376,-3.11235,-4.46825,-5.95152,-7.78719,-10.4144,-14.7024,-24.5195,-10.0054,-6.3474,-4.72313,-3.61906,-2.75022,-2.12696,-1.8517,-1.95234,-2.28521,-2.54328,-2.52,-2.36098,-2.45557,-3.53467
-1110.75,0.803226,0.00076487,13,8191,0,1126.93,-2.50151,-0.662128,-6.24696,-2.85001,-1.28709,-0.534289,-1.43649,-2.43237,-3.45341,-4.5995,-6.03963,-7.88217,-10.3705,-14.4112,-24.0384,-10.816,-6.83804,-4.95913,-3.66388,-1.50268,-0.945005,-0.981432,-1.47821,-2.03507,-2.25206,-2.13065,-2.06562,-2.75233,0.446985,0.553015,-6.24696,-2.85001,-1.28709,-0.534289,-0.662128,-1.43649,-2.43237,-3.45341,-4.5995,-6.03963,-7.88217,-10.3705,-14.4112,-24.0384,-10.816,-6.83804,-4.95913,-3.66388,-2.50151,-1.50268,-0.945005,-0.981432,-1.47821,-2.03507,-2.25206,-2.13065,-2.06562,-2.75233
-1106.9,0.881284,0.00076487,12,4095,0,1119.95,-2.33355,-1.1233,-5.96494,-2.81443,-1.54329,-0.982688,-1.82367,-2.76262,-3.65832,-4.46775,-5.52242,-7.31813,-10.1712,-14.6391,-24.4293,-10.4416,-6.65928,-4.82578,-3.45514,-1.53872,-1.20961,-1.35254,-1.80337,-2.22862,-2.32104,-2.18624,-2.2444,-3.11132,0.460851,0.539149,-5.96494,-2.81443,-1.54329,-0.982688,-1.1233,-1.82367,-2.76262,-3.65832,-4.46775,-5.52242,-7.31813,-10.1712,-14.6391,-24.4293,-10.4416,-6.65928,-4.82578,-3.45514,-2.33355,-1.53872,-1.20961,-1.35254,-1.80337,-2.22862,-2.32104,-2.18624,-2.2444,-3.11132
-1108.77,0.974493,0.00076487,13,8191,0,1120.73,-2.6982,-1.57079,-7.07705,-3.74607,-2.24155,-1.53148,-2.03558,-2.64487,-3.40416,-4.38044,-5.70649,-7.65035,-10.5121,-14.9812,-24.8067,-10.6469,-6.68831,-4.73459,-3.54214,-2.06163,-1.7708,-1.88487,-2.21738,-2.51526,-2.58724,-2.41835,-2.34917,-3.20117,0.515181,0.484819,-7.07705,-3.74607,-2.24155,-1.53148,-1.57079,-2.03558,-2.64487,-3.40416,-4.38044,-5.70649,-7.65035,-10.5121,-14.9812,-24.8067,-10.6469,-6.68831,-4.73459,-3.54214,-2.6982,-2.06163,-1.7708,-1.88487,-2.21738,-2.51526,-2.58724,-2.41835,-2.34917,-3.20117
-1108.6,0.883395,0.00076487,13,16383,0,1120.59,-2.87506,-1.79489,-6.42972,-3.30443,-2.18582,-1.75176,-2.07829,-2.44156,-3.02989,-4.11972,-5.82651,-8.05861,-10.8685,-15.1495,-24.9471,-10.0042,-6.20574,-4.62555,-3.70786,-2.02765,-1.51824,-1.5133,-1.75484,-1.94676,-1.97353,-1.89375,-1.9654,-2.91474,0.625682,0.374318,-6.42972,-3.30443,-2.18582,-1.75176,-1.79489,-2.07829,-2.44156,-3.02989,-4.11972,-5.82651,-8.05861,-10.8685,-15.1495,-24.9471,-10.0042,-6.20574,-4.62555,-3.70786,-2.87506,-2.02765,-1.51824,-1.5133,-1.75484,-1.94676,-1.97353,-1.89375,-1.9654,-2.91474
-1110.74,0.981961,0.00076487,12,4095,0,1126.25,-2.65924,-1.61061,-6.42135,-3.21669,-2.08985,-1.65023,-1.85554,-2.33874,-3.15484,-4.3773,-5.92815,-7.91514,-10.767,-15.2085,-24.8745,-10.4555,-6.63212,-4.73904,-3.46275,-2.13959,-1.72006,-1.51947,-1.70098,-1.98925,-1.94308,-1.65704,-1.76611,-3.07249,0.630691,0.369309,-6.42135,-3.21669,-2.08985,-1.65023,-1.61061,-1.85554,-2.33874,-3.15484,-4.3773,-5.92815,-7.91514,-10.767,-15.2085,-24.8745,-10.4555,-6.63212,-4.73904,-3.46275,-2.65924,-2.13959,-1.72006,-1.51947,-1.70098,-1.98925,-1.94308,-1.65704,-1.76611,-3.07249
-1107,0.998482,0.00076487,11,2047,0,1116.79,-2.74525,-1.71039,-6.45074,-3.17985,-2.07355,-1.72394,-1.86979,-2.2883,-3.13737,-4.41415,-5.98425,-7.94706,-10.7344,-15.1607,-24.9401,-10.4099,-6.60335,-4.79702,-3.57764,-2.16231,-1.73742,-1.5842,-1.75815,-1.9644,-1.87073,-1.63523,-1.81367,-3.11152,0.627723,0.372277,-6.45074,-3.17985,-2.07355,-1.72394,-1.71039,-1.86979,-2.2883,-3.13737,-4.41415,-5.98425,-7.94706,-10.7344,-15.1607,-24.9401,-10.4099,-6.60335,-4.79702,-3.57764,-2.74525,-2.16231,-1.73742,-1.5842,-1.75815,-1.9644,-1.87073,-1.63523,-1.81367,-3.11152
-1104.58,0.977845,0.00076487,11,4095,0,1113.45,-2.7413,-1.29928,-6.97496,-3.54893,-2.07112,-1.36578,-1.69086,-2.30439,-3.09428,-4.24026,-5.88286,-8.04617,-10.8757,-15.1305,-24.7297,-10.4764,-6.46495,-4.67713,-3.61388,-1.93119,-1.36764,-1.24023,-1.51642,-1.93189,-2.15726,-2.086,-2.02049,-2.77696,0.568092,0.431908,-6.97496,-3.54893,-2.07112,-1.36578,-1.29928,-1.69086,-2.30439,-3.09428,-4.24026,-5.88286,-8.04617,-10.8757,-15.1305,-24.7297,-10.4764,-6.46495,-4.67713,-3.61388,-2.7413,-1.93119,-1.36764,-1.24023,-1.51642,-1.93189,-2.15726,-2.086,-2.02049,-2.77696
