# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_dirichlet_model
# start_datetime = 2024-03-01 20:05:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.900000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/dirichlet/1D01-03-2024.17.05Dr.json
# init = 2 (Default)
# random
#   seed = 30
# output
#   file = models/notebooks/results/1D01-03-2024.17.05Dr-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.17.05Dr-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14,theta.1,theta.2
-1389.45,0.412028,0.0112357,4,26,1,1404.13,3.62253e-05,0.0303888,0.1294,0.213173,0.206981,0.122467,0.177299,0.0743129,0.035263,0.0106785,8.67362e-18,6.35258e-274,3.10641e-43,5.10661e-28,4.56683e-229,3.46413e-21,0.00358917,0.00111655,0.00585589,0.0816917,0.050178,0.103502,0.156102,0.124572,0.0690763,0.150283,0.185068,0.068967,0.715812,0.284188
-1389.11,0.78279,0.0112357,3,15,1,1404.53,2.13361e-05,0.0303843,0.130135,0.210473,0.210515,0.126606,0.174982,0.0713312,0.0355275,0.0100249,1.73472e-18,3.99537e-275,4.48434e-44,2.24865e-27,2.09818e-223,5.00619e-21,0.0055142,0.00121359,0.00553152,0.0793492,0.0482497,0.107025,0.159309,0.126015,0.068428,0.148414,0.184393,0.0665579,0.707113,0.292887
-1389.95,0.453056,0.0112357,2,5,1,1400.29,1.66543e-05,0.0301746,0.129786,0.212325,0.209805,0.126938,0.174181,0.0719309,0.0335529,0.0112907,1.73472e-18,2.12952e-276,1.06287e-42,1.01614e-26,3.67567e-223,3.15331e-21,0.00492171,0.00117013,0.00555456,0.0777837,0.0485349,0.106602,0.159977,0.12675,0.0684511,0.14727,0.185423,0.0675611,0.705643,0.294357
-1389.56,0.919432,0.0112357,4,17,1,1404.54,1.98825e-05,0.0280627,0.128283,0.212541,0.214174,0.125287,0.168085,0.0715628,0.0422111,0.00977245,7.97973e-17,3.25419e-266,3.86497e-44,1.51993e-26,9.13079e-231,4.66243e-21,0.0038382,0.00109164,0.0047534,0.0775794,0.0540126,0.120696,0.156775,0.124467,0.0668168,0.145609,0.184194,0.060167,0.706614,0.293386
-1389.98,0.952608,0.0112357,5,56,1,1399.55,1.30771e-05,0.0304516,0.131679,0.218703,0.20823,0.123179,0.171643,0.069938,0.0418274,0.0043352,1.56125e-17,4.43399e-284,1.35773e-52,3.09339e-27,9.07215e-223,5.76201e-21,0.00311962,0.00139535,0.0049096,0.0757252,0.0528581,0.123637,0.164056,0.120776,0.0644571,0.142234,0.183331,0.0635012,0.692474,0.307526
-1389.78,0.93257,0.0112357,3,15,1,1400.1,4.08115e-06,0.0303164,0.131432,0.217212,0.207585,0.124994,0.171547,0.0701995,0.0418127,0.00489707,1.56125e-17,1.56931e-292,9.15636e-50,9.94291e-28,6.6903e-219,1.3811e-21,0.00314584,0.00148718,0.00485902,0.0801291,0.0540065,0.125895,0.163855,0.118869,0.0632348,0.140172,0.180904,0.0634424,0.697393,0.302607
-1389.46,0.96841,0.0112357,6,72,1,1397.34,1.95636e-07,0.0300149,0.13373,0.219185,0.212768,0.122285,0.163299,0.0729942,0.0407514,0.0049728,1.21431e-17,1.05009e-286,1.19697e-57,8.04268e-30,4.92255e-215,2.22716e-21,0.00467794,0.00105449,0.00567183,0.0891959,0.0556223,0.130847,0.163043,0.112384,0.0611428,0.141796,0.176253,0.0583125,0.706881,0.293119
-1389.61,0.870813,0.0112357,4,21,1,1402.09,1.70066e-07,0.0297121,0.133569,0.217343,0.214069,0.121641,0.16458,0.0735966,0.0404734,0.00501596,6.93889e-18,3.36643e-290,1.00816e-56,5.6761e-30,2.39711e-218,2.55786e-21,0.00466433,0.000922132,0.00587517,0.0899863,0.0556792,0.127015,0.163198,0.112679,0.0615897,0.141733,0.177946,0.0587119,0.709045,0.290955
-1389.81,0.937286,0.0112357,5,35,1,1404.02,4.37211e-06,0.0303302,0.144599,0.214732,0.213999,0.121238,0.157306,0.0785423,0.0359676,0.00328079,7.069e-17,4.28782e-282,1.65119e-58,4.92865e-24,2.52771e-220,2.23918e-19,0.0114066,0.001083,0.00793288,0.075202,0.0534076,0.144725,0.162587,0.108431,0.0608523,0.132375,0.182511,0.0594861,0.708562,0.291438
-1388.7,0.963916,0.0112357,4,29,1,1402.1,1.95582e-06,0.0304547,0.14076,0.213049,0.215012,0.123778,0.15985,0.0779758,0.0349251,0.00419413,1.39645e-16,2.04962e-269,4.83656e-59,2.90412e-23,5.33583e-217,2.86837e-19,0.00858667,0.00126755,0.00792077,0.0683343,0.0548777,0.144538,0.163064,0.112245,0.0634009,0.136885,0.178757,0.0601234,0.705017,0.294983
-1389.92,0.966674,0.0112357,6,107,1,1406.11,1.94834e-05,0.0295959,0.116947,0.209917,0.210886,0.132425,0.176402,0.0783251,0.0445758,0.000905368,1.33929e-14,2.54393e-253,3.09789e-89,1.1481e-23,1.19009e-211,5.44415e-15,0.00469914,0.000139286,0.0102053,0.0527317,0.0443127,0.164739,0.159304,0.0852926,0.0678433,0.1468,0.184314,0.0796195,0.726281,0.273719
-1387.25,0.990247,0.0112357,7,166,1,1398.46,9.59113e-05,0.027386,0.117912,0.201066,0.234581,0.133106,0.198313,0.0486116,0.0358211,0.00310742,1.11459e-12,3.40257e-262,9.36203e-112,2.09518e-16,2.27532e-267,1.51932e-17,0.00978896,0.00111173,0.0124507,0.100206,0.0445163,0.124551,0.147099,0.0779166,0.10511,0.141674,0.174552,0.0610241,0.707362,0.292638
-1387.1,0.950293,0.0112357,4,28,1,1411.96,9.77563e-05,0.0270623,0.117234,0.200376,0.237011,0.132844,0.19853,0.0493031,0.0339762,0.00356583,5.46961e-13,2.06446e-248,3.74455e-109,1.49025e-16,2.73501e-275,7.00569e-17,0.00717723,0.00114504,0.0127273,0.0948145,0.0450539,0.126921,0.14769,0.0782135,0.106787,0.140234,0.178384,0.0608529,0.709034,0.290966
-1388.83,0.978684,0.0112357,5,47,1,1402.78,1.73644e-05,0.0291901,0.118561,0.188547,0.244092,0.129666,0.202165,0.0506588,0.0306649,0.00643729,5.63549e-12,5.62379e-222,6.25209e-122,5.50342e-17,4.24459e-290,1.50172e-19,0.00671223,0.00113373,0.0115447,0.0909637,0.0425427,0.132168,0.148849,0.0782284,0.110268,0.137581,0.173927,0.0660816,0.7013,0.2987
-1388.47,0.985499,0.0112357,6,69,1,1401.56,0.00166223,0.0331744,0.12756,0.193972,0.215854,0.159576,0.180126,0.0464902,0.0379714,0.00361298,5.09999e-14,4.8902e-198,4.82656e-115,1.16498e-15,1.39797e-191,2.17353e-19,0.0040534,0.00108168,0.0234564,0.0568815,0.0405634,0.182008,0.158247,0.0762816,0.0954842,0.114231,0.176302,0.0714088,0.743684,0.256316
-1387.93,0.99028,0.0112357,7,155,1,1401.79,4.87559e-05,0.0352015,0.133004,0.189024,0.216806,0.16917,0.17691,0.0379564,0.0280228,0.013857,4.25163e-18,1.3559e-133,3.2287e-100,4.22327e-15,1.65001e-143,4.67739e-16,0.000778296,0.000780775,0.0232137,0.0773739,0.0445587,0.182867,0.142827,0.0793033,0.0926867,0.133936,0.150698,0.0709778,0.734746,0.265254
-1387.9,0.969657,0.0112357,6,91,1,1396.45,0.000102629,0.0367493,0.121484,0.196373,0.217304,0.161818,0.162422,0.0424801,0.0552422,0.00602546,8.98096e-12,3.51509e-105,1.0274e-76,1.02662e-14,2.44212e-115,9.57643e-14,0.000491607,0.000227387,0.0166686,0.0478598,0.0420912,0.198961,0.154841,0.0801511,0.0967604,0.130998,0.157885,0.0730643,0.73,0.27
-1389.69,0.841768,0.0112357,6,116,1,1396.99,5.01235e-05,0.0387557,0.126865,0.211435,0.214042,0.148372,0.153664,0.0459129,0.0396808,0.0212223,1.93244e-11,1.74576e-95,3.98e-118,2.71937e-19,2.31089e-66,3.42365e-14,0.000577735,0.000139856,0.0148647,0.0557473,0.0447976,0.251115,0.133866,0.0714883,0.10423,0.115173,0.150584,0.057415,0.702503,0.297497
-1390.22,0.966537,0.0112357,6,64,1,1403.88,0.00175712,0.0346822,0.133111,0.216357,0.210307,0.168529,0.132275,0.0449768,0.0546306,0.00337498,5.46344e-13,4.4439e-193,7.72527e-82,1.24198e-26,2.88877e-84,9.72024e-12,0.0025906,0.000324175,0.0199019,0.0586346,0.0519287,0.259827,0.12791,0.076118,0.0925759,0.10796,0.149416,0.0528128,0.725763,0.274237
-1390.4,0.942814,0.0112357,4,21,1,1403.4,0.00261541,0.0328537,0.136378,0.212332,0.211488,0.167786,0.130841,0.043386,0.0576094,0.00470975,1.41745e-12,1.07646e-195,1.45059e-61,4.81699e-21,2.53907e-95,4.50134e-13,0.00198315,0.000241428,0.0235172,0.0612062,0.0602723,0.256381,0.127518,0.0747536,0.092257,0.105353,0.145906,0.0506113,0.714975,0.285025
-1388.13,0.991115,0.0112357,7,197,1,1399.23,1.36843e-10,0.0356469,0.137548,0.215026,0.193489,0.156621,0.160762,0.0638488,0.0272614,0.00978891,8.07438e-06,7.13819e-248,1.20034e-26,9.13862e-16,3.66197e-142,1.35307e-11,0.00182376,0.000140185,0.0324936,0.0685491,0.0881764,0.0986227,0.16224,0.0867954,0.12877,0.105195,0.147683,0.079511,0.696737,0.303263
-1387.65,0.988656,0.0112357,6,127,1,1407.08,6.39545e-05,0.037571,0.138081,0.207764,0.203303,0.141837,0.155753,0.0678772,0.0375392,0.010208,1.73746e-06,3.71987e-286,3.88873e-33,3.21924e-15,1.55778e-118,1.68132e-10,0.00367534,0.000115409,0.0169916,0.0911006,0.0769497,0.0963396,0.168262,0.0875634,0.132727,0.110678,0.139183,0.0764146,0.696682,0.303318
-1388.06,0.974496,0.0112357,6,66,1,1398.5,0.000105099,0.0392532,0.136917,0.209418,0.194981,0.142881,0.158527,0.0705912,0.0380722,0.00925312,6.47593e-07,1.75134e-293,3.46731e-40,6.22782e-13,4.43373e-107,2.71884e-11,0.00371897,0.000155271,0.0192285,0.0835401,0.085564,0.0923157,0.170008,0.0871715,0.134753,0.11118,0.136984,0.0753818,0.683068,0.316932
-1391.38,0.975134,0.0112357,5,41,1,1407.23,5.14063e-05,0.041466,0.141613,0.21611,0.189932,0.140709,0.163305,0.0552324,0.025574,0.0260048,1.62939e-06,1.78971e-268,2.04063e-44,3.51673e-14,7.56144e-87,4.0134e-14,0.00572197,0.000258187,0.0192628,0.082045,0.103971,0.0886738,0.164999,0.089737,0.138494,0.109133,0.128815,0.0688902,0.692496,0.307504
-1385.01,0.983384,0.0112357,6,122,1,1401.79,4.70123e-05,0.0346076,0.131603,0.218113,0.208971,0.152646,0.156653,0.0518578,0.0351818,0.0103193,4.89292e-11,1.03905e-231,6.65085e-37,1.79421e-12,1.39567e-69,2.42766e-14,0.00477866,0.000313098,0.0155053,0.0682914,0.0866631,0.117431,0.177268,0.0865683,0.129225,0.120058,0.126025,0.0678731,0.701673,0.298327
-1388.46,0.989851,0.0112357,7,172,1,1405.51,5.47423e-06,0.0447043,0.104807,0.238037,0.226132,0.168814,0.187059,0.0205227,0.00973677,4.82771e-10,0.000182331,2.36274e-221,2.591e-45,4.39489e-15,7.70108e-148,0.00073534,0.00528435,0.00189646,0.0180205,0.0702251,0.0677047,0.251956,0.13352,0.0877677,0.0849534,0.127812,0.110442,0.0396824,0.622818,0.377182
-1391.49,0.994328,0.0112357,7,248,1,1399.54,7.41612e-07,0.0348444,0.112379,0.228969,0.245644,0.142931,0.18476,0.0299487,0.0204421,1.18625e-15,6.91427e-05,3.08102e-243,6.02234e-27,1.26745e-05,2.25579e-132,5.55956e-05,0.017235,0.0042715,0.100122,0.058185,0.056057,0.137925,0.156122,0.091612,0.0866403,0.152222,0.10135,0.0382019,0.649198,0.350802
-1390.24,0.980766,0.0112357,5,52,1,1402.63,7.15292e-07,0.0353529,0.111542,0.238051,0.233967,0.147767,0.19055,0.0251724,0.017533,3.55765e-15,6.25754e-05,2.69689e-223,8.99059e-54,5.73504e-08,3.30573e-112,0.00020512,0.0209256,0.00714657,0.0852246,0.059067,0.0592284,0.1297,0.154729,0.0948913,0.089653,0.155525,0.105069,0.0386353,0.632135,0.367865
-1385.95,0.983886,0.0112357,6,103,1,1402.81,0.00160288,0.0353178,0.12606,0.249733,0.228501,0.143167,0.176116,0.0264868,0.0130078,2.17542e-17,4.16212e-10,2.80901e-269,2.82233e-53,7.0693e-06,8.24421e-115,4.46205e-07,0.0228555,0.00949578,0.0190538,0.0862552,0.061137,0.1775,0.162999,0.0840915,0.081768,0.143766,0.102764,0.0483147,0.645856,0.354144
-1387.26,0.975923,0.0112357,5,43,1,1403.39,0.000515779,0.0344917,0.12135,0.236553,0.237356,0.138526,0.192621,0.026734,0.0118279,3.03862e-17,2.14054e-05,3.05158e-266,1.09981e-22,2.59453e-06,8.52626e-119,3.71248e-08,0.035655,0.00319908,0.0133221,0.0984277,0.0682747,0.187525,0.149583,0.0819957,0.082425,0.13952,0.0964433,0.0436295,0.63413,0.36587
-1388.65,0.986867,0.0112357,6,83,1,1403.58,0.000384372,0.0321577,0.123054,0.229677,0.258578,0.137087,0.182124,0.0230373,0.0138912,3.80714e-13,1.81326e-28,2.75386e-235,1.33849e-57,8.22379e-06,1.45671e-98,2.8331e-11,0.0222035,0.0027183,0.00553299,0.07737,0.0749436,0.15797,0.173566,0.0967815,0.0899017,0.140352,0.114215,0.0444462,0.618716,0.381284
-1389.13,0.984354,0.0112357,6,64,1,1402.79,0.00010245,0.0309107,0.116055,0.234425,0.254126,0.135198,0.192576,0.0238736,0.0127271,1.23918e-13,5.39467e-32,5.98452e-249,2.60826e-25,5.73703e-06,3.59217e-82,1.05394e-10,0.0258308,0.00185653,0.00644493,0.059766,0.0782809,0.175371,0.173574,0.0991202,0.0870623,0.142844,0.10735,0.0425002,0.622672,0.377328
-1388.25,0.83542,0.0112357,6,79,0,1399.91,4.89084e-05,0.0323097,0.115415,0.241985,0.252976,0.135493,0.183526,0.0252922,0.0129508,3.38559e-13,4.99638e-34,2.87722e-268,1.46758e-41,4.45525e-06,4.11753e-51,2.88107e-12,0.022659,0.00298114,0.00539639,0.0609448,0.0846008,0.180471,0.174491,0.0987433,0.0870824,0.139648,0.100657,0.0423254,0.637969,0.362031
-1388.49,0.928548,0.0112357,3,14,1,1407.18,4.03132e-05,0.0326791,0.115861,0.243882,0.25086,0.135716,0.183819,0.0247174,0.0124211,2.95389e-13,2.99683e-35,3.33662e-278,2.94797e-42,4.62188e-06,3.69389e-49,2.3421e-12,0.0216001,0.00276274,0.00529062,0.0591774,0.0869471,0.179931,0.174854,0.098316,0.0874366,0.140793,0.100102,0.04279,0.636632,0.363368
-1388.35,0.976788,0.0112357,5,44,1,1401.62,2.04833e-07,0.0316274,0.118495,0.241884,0.251435,0.141411,0.180121,0.0229807,0.0120447,7.64775e-14,1.44011e-31,5.75235e-251,2.39224e-61,1.67086e-06,7.65773e-45,1.01716e-11,0.0162713,0.00448217,0.00531595,0.0710802,0.0880705,0.177512,0.171833,0.103426,0.08356,0.139758,0.0949013,0.0437901,0.634721,0.365279
-1388.48,0.990341,0.0112357,7,231,1,1397.52,2.10843e-05,0.0357707,0.133587,0.257602,0.234105,0.120824,0.170352,0.031389,0.0163444,1.78744e-08,7.46659e-36,2.53161e-232,1.13315e-85,4.63918e-06,4.62245e-05,1.59961e-05,0.000432854,0.00196292,0.00829072,0.114371,0.0843326,0.230658,0.156346,0.090186,0.0687092,0.125184,0.0835334,0.0359312,0.593886,0.406114
-1384.6,0.993855,0.0112357,7,247,1,1397.43,0.000144766,0.0322674,0.158547,0.257338,0.235666,0.13135,0.146264,0.0205516,0.0178707,2.66354e-07,2.46142e-38,1.30449e-247,2.35621e-76,8.83796e-07,5.68871e-10,1.60236e-09,0.000776019,0.00955876,0.0262196,0.0947922,0.105086,0.198864,0.155019,0.081753,0.0666076,0.131877,0.0812922,0.0481554,0.626517,0.373483
-1386.83,0.993261,0.0112357,7,162,1,1398.56,0.000117638,0.0218451,0.138996,0.302967,0.22325,0.131626,0.146366,0.0167876,0.0180341,2.20374e-07,2.21467e-21,5.53006e-204,1.41053e-153,1.00871e-05,1.00346e-26,6.30423e-10,0.00659317,0.003207,0.00385622,0.0925482,0.102766,0.181404,0.159122,0.0858173,0.0796005,0.131771,0.108904,0.0444097,0.578318,0.421682
-1387.26,0.986335,0.0112357,6,123,1,1399.02,5.21151e-05,0.0232696,0.135974,0.304687,0.229562,0.129496,0.141508,0.0176644,0.0177464,1.11262e-06,4.49925e-25,6.26889e-208,8.78303e-132,3.98249e-05,4.67799e-35,3.14771e-10,0.00740879,0.00461837,0.00362405,0.0877198,0.0945272,0.189324,0.155246,0.0842162,0.0820351,0.132653,0.113826,0.0448013,0.575128,0.424872
-1387.27,0.985306,0.0112357,6,108,1,1400.32,1.9723e-05,0.0234366,0.128862,0.292638,0.253759,0.123806,0.144261,0.0140252,0.0180423,0.00088979,2.69034e-27,8.1393e-254,1.04126e-141,0.000260744,9.36012e-40,1.68733e-08,0.00655826,0.00600583,0.00285362,0.118752,0.0730208,0.183255,0.142555,0.0834303,0.0976067,0.135322,0.115289,0.0353506,0.645085,0.354915
-1387.02,0.979136,0.0112357,5,48,1,1398.81,0.000300612,0.0252354,0.1272,0.279796,0.266844,0.124911,0.146668,0.0123597,0.0115976,0.00320164,6.87296e-26,1.45965e-285,5.30689e-146,0.00188463,6.32289e-33,1.58158e-09,0.00504266,0.0125003,0.00259895,0.111896,0.0760783,0.228977,0.129721,0.082863,0.0917954,0.118071,0.10857,0.0318863,0.618305,0.381695
-1386.42,0.986259,0.0112357,7,145,1,1398.13,0.00103591,0.021948,0.131413,0.269244,0.260617,0.119795,0.160745,0.016689,0.0172475,0.00123858,5.09184e-32,3.91206e-271,1.19118e-139,2.64566e-05,5.55583e-20,2.17748e-11,0.00534605,0.0107795,0.00228206,0.118275,0.061793,0.183215,0.138659,0.0873312,0.0988135,0.138586,0.117568,0.0373528,0.613136,0.386864
-1387.2,0.992506,0.0112357,8,274,1,1403.65,2.12067e-10,0.0316193,0.169342,0.227359,0.206882,0.148043,0.174233,0.0210364,0.0133189,0.00816102,2.53436e-15,3.59692e-244,7.52391e-171,6.42469e-06,6.74627e-11,1.49248e-07,0.00249725,0.0347319,0.0116102,0.0810979,0.0732526,0.191395,0.146426,0.0480809,0.0944506,0.141326,0.103649,0.0714824,0.619123,0.380877
-1391.32,0.451268,0.0112357,7,179,1,1402.99,2.96254e-09,0.0317207,0.176372,0.217924,0.219432,0.147597,0.170489,0.0164794,0.0112246,0.00875095,2.4044e-25,9.88143e-223,5.05233e-144,1.04886e-05,2.83436e-34,5.04052e-07,0.00306579,0.012509,0.00815221,0.0789447,0.0688408,0.155817,0.155103,0.0535799,0.109886,0.160433,0.112173,0.0814947,0.616608,0.383392
-1391.71,0.989366,0.0112357,6,108,1,1409.33,3.86297e-06,0.0292316,0.176971,0.240103,0.223516,0.14492,0.152449,0.0153437,0.000804619,0.0166561,7.32613e-25,1.86584e-221,6.15558e-81,5.03476e-08,3.81025e-64,7.32541e-07,0.00494423,0.00946874,0.016369,0.0852697,0.0788053,0.21223,0.144114,0.0502495,0.086614,0.110913,0.102765,0.0982554,0.64913,0.35087
-1393.15,0.994232,0.0112357,7,178,1,1407.73,3.26949e-06,0.0262481,0.166761,0.233585,0.246317,0.150147,0.145098,0.015529,0.000293468,0.0160002,1.12089e-15,1.0913e-247,2.48136e-67,1.72003e-05,3.04238e-31,3.76351e-08,0.000169631,0.00795474,0.0195594,0.0713549,0.102795,0.173691,0.170196,0.0488915,0.0947469,0.119736,0.0840209,0.106883,0.653422,0.346578
-1392.45,0.721919,0.0112357,6,104,1,1411.93,1.23814e-07,0.0243128,0.173381,0.242456,0.240063,0.147686,0.141214,0.0166539,0.000501826,0.0134668,1.05005e-14,4.27174e-225,8.24373e-82,0.000265068,6.60722e-11,1.73391e-08,0.000294346,0.0148736,0.0209724,0.066365,0.0916467,0.164791,0.173584,0.0539839,0.0985489,0.120828,0.0893403,0.104772,0.657027,0.342973
-1393.64,0.984294,0.0112357,6,80,1,1409.83,4.91814e-09,0.0244244,0.177005,0.248937,0.231791,0.152993,0.140224,0.0122758,0.000503364,0.0118371,4.05182e-15,1.27384e-221,2.72411e-53,9.01686e-06,1.61501e-15,3.6996e-07,0.000107733,0.0151111,0.0170855,0.079832,0.0933489,0.157904,0.174847,0.0542901,0.0938069,0.115746,0.0976601,0.10026,0.653151,0.346849
-1393.65,0.152188,0.0112357,6,66,1,1413.1,4.5836e-09,0.0245757,0.176386,0.250215,0.231419,0.154056,0.138223,0.0124821,0.000554834,0.0120768,3.82681e-15,9.51174e-225,1.15082e-53,1.13548e-05,4.94583e-22,5.83804e-07,9.857e-05,0.0137916,0.0170012,0.0766046,0.0939006,0.156005,0.177835,0.0552208,0.0946293,0.116295,0.0990184,0.0995992,0.656962,0.343038
-1394.5,0.982124,0.0112357,5,56,1,1410.23,4.46688e-09,0.0241837,0.173979,0.254264,0.237607,0.147084,0.138159,0.011977,0.000323613,0.0123648,1.10757e-11,3.12965e-220,7.16724e-71,5.88669e-05,4.0588e-22,3.92023e-07,0.000148641,0.0151607,0.0193483,0.079749,0.089646,0.168593,0.169814,0.0548624,0.0926288,0.111607,0.0989522,0.0994891,0.669675,0.330325
-1393.08,0.985569,0.0112357,6,102,1,1402.01,3.09142e-08,0.0248933,0.176069,0.248671,0.234591,0.148125,0.143607,0.0113848,0.00054765,0.0120731,1.55544e-08,3.8648e-214,1.93131e-60,3.82785e-05,9.0916e-21,1.87479e-06,0.000147283,0.0161041,0.0157324,0.0848728,0.0831924,0.176867,0.171725,0.053586,0.0890687,0.11225,0.0973206,0.0991324,0.663678,0.336322
