# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_gp1_no_correlation_parallel_model
# start_datetime = 2024-03-01 10:27:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.850000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/gp/1D01-03-2024.07.27hs.json
# init = 2 (Default)
# random
#   seed = 30
# output
#   file = models/notebooks/results/1D01-03-2024.07.27hs-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.07.27hs-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y8.1,y8.2,yj_remain.1,yj_remain.2,yj_remain.3,yj_remain.4,yj_remain.5,yj_remain.6,yj_remain.7,yj_remain.8,yj_remain.9,yj_remain.10,yj_remain.11,yj_remain.12,yj_remain.13,yb_remain.1,yb_remain.2,yb_remain.3,yb_remain.4,yb_remain.5,yb_remain.6,yb_remain.7,yb_remain.8,yb_remain.9,yb_remain.10,yb_remain.11,yb_remain.12,yb_remain.13,theta.1,theta.2,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14
-1109.37,0.999367,0.000722866,13,8191,0,1121.71,-3.29447,-1.6065,-7.01637,-3.5151,-2.06752,-1.52539,-1.92027,-2.28182,-2.93693,-4.17487,-5.89348,-7.88046,-10.4943,-14.9062,-24.9965,-11.1683,-7.38062,-5.61461,-4.37091,-2.47576,-2.12239,-2.18926,-2.36341,-2.3871,-2.3432,-2.43085,-2.70237,-3.62243,0.583568,0.416432,-7.01637,-3.5151,-2.06752,-1.52539,-1.6065,-1.92027,-2.28182,-2.93693,-4.17487,-5.89348,-7.88046,-10.4943,-14.9062,-24.9965,-11.1683,-7.38062,-5.61461,-4.37091,-3.29447,-2.47576,-2.12239,-2.18926,-2.36341,-2.3871,-2.3432,-2.43085,-2.70237,-3.62243
-1112.18,0.955962,0.000722866,12,4095,0,1123.51,-3.63017,-1.81797,-6.4452,-3.32694,-2.12113,-1.68364,-2.21145,-2.55907,-2.95122,-3.7572,-5.18313,-7.29414,-10.2971,-14.9372,-25.0441,-10.6289,-6.95878,-5.53381,-4.61566,-2.5749,-1.86051,-1.75881,-2.11037,-2.50698,-2.58991,-2.31923,-2.08534,-2.75165,0.605765,0.394235,-6.4452,-3.32694,-2.12113,-1.68364,-1.81797,-2.21145,-2.55907,-2.95122,-3.7572,-5.18313,-7.29414,-10.2971,-14.9372,-25.0441,-10.6289,-6.95878,-5.53381,-4.61566,-3.63017,-2.5749,-1.86051,-1.75881,-2.11037,-2.50698,-2.58991,-2.31923,-2.08534,-2.75165
-1108.82,0.912724,0.000722866,12,8191,0,1128.26,-3.4803,-0.898957,-6.80739,-3.21309,-1.70176,-1.00472,-1.14686,-1.62861,-2.47224,-3.81991,-5.6778,-7.99711,-10.9188,-15.2263,-24.7714,-10.6593,-6.93152,-5.25422,-4.23306,-2.76703,-2.09894,-1.68959,-1.7341,-2.07071,-2.28221,-2.2385,-2.31711,-3.35572,0.669874,0.330126,-6.80739,-3.21309,-1.70176,-1.00472,-0.898957,-1.14686,-1.62861,-2.47224,-3.81991,-5.6778,-7.99711,-10.9188,-15.2263,-24.7714,-10.6593,-6.93152,-5.25422,-4.23306,-3.4803,-2.76703,-2.09894,-1.68959,-1.7341,-2.07071,-2.28221,-2.2385,-2.31711,-3.35572
-1114.36,0.913283,0.000722866,12,8191,0,1125.14,-3.02712,-1.09838,-5.81448,-2.58258,-1.55565,-1.18438,-1.36575,-1.98328,-2.80388,-3.83393,-5.25286,-7.2979,-10.2367,-14.724,-24.5236,-10.8223,-7.16592,-5.45251,-4.13122,-2.22846,-1.8153,-1.79567,-2.02027,-2.21117,-2.22164,-2.14097,-2.11791,-2.76401,0.632288,0.367712,-5.81448,-2.58258,-1.55565,-1.18438,-1.09838,-1.36575,-1.98328,-2.80388,-3.83393,-5.25286,-7.2979,-10.2367,-14.724,-24.5236,-10.8223,-7.16592,-5.45251,-4.13122,-3.02712,-2.22846,-1.8153,-1.79567,-2.02027,-2.21117,-2.22164,-2.14097,-2.11791,-2.76401
-1113.36,0.999397,0.000722866,12,8191,0,1131.01,-3.1987,-1.46644,-6.35308,-3.12056,-1.85215,-1.4201,-1.68854,-2.15611,-2.99749,-4.02769,-5.18041,-6.91797,-9.86507,-14.7231,-24.9996,-10.6871,-6.78919,-5.12213,-4.1283,-2.19486,-1.44556,-1.32845,-1.74804,-2.16284,-2.14933,-1.82826,-1.7547,-2.6977,0.564686,0.435314,-6.35308,-3.12056,-1.85215,-1.4201,-1.46644,-1.68854,-2.15611,-2.99749,-4.02769,-5.18041,-6.91797,-9.86507,-14.7231,-24.9996,-10.6871,-6.78919,-5.12213,-4.1283,-3.1987,-2.19486,-1.44556,-1.32845,-1.74804,-2.16284,-2.14933,-1.82826,-1.7547,-2.6977
-1117.52,0.682087,0.000722866,13,12287,0,1131.1,-2.66399,-0.770098,-6.34185,-2.85976,-1.38813,-0.747951,-1.21097,-1.84662,-2.75492,-4.0129,-5.52382,-7.43922,-10.2604,-14.7052,-24.2799,-11.6949,-7.76065,-5.49039,-3.78615,-2.06389,-1.83442,-1.84207,-2.01553,-2.24721,-2.35407,-2.3007,-2.32866,-3.15444,0.609378,0.390622,-6.34185,-2.85976,-1.38813,-0.747951,-0.770098,-1.21097,-1.84662,-2.75492,-4.0129,-5.52382,-7.43922,-10.2604,-14.7052,-24.2799,-11.6949,-7.76065,-5.49039,-3.78615,-2.66399,-2.06389,-1.83442,-1.84207,-2.01553,-2.24721,-2.35407,-2.3007,-2.32866,-3.15444
-1113.4,0.998768,0.000722866,12,4095,0,1136.39,-2.66514,-0.848194,-6.064,-2.78884,-1.37644,-0.726132,-1.49654,-2.30102,-3.10658,-4.00308,-5.23679,-7.21506,-10.4057,-15.3267,-25.2885,-11.4544,-7.64606,-5.55603,-3.96653,-1.63685,-1.10621,-1.24204,-1.85272,-2.40103,-2.45631,-2.1449,-2.03484,-2.99945,0.501751,0.498249,-6.064,-2.78884,-1.37644,-0.726132,-0.848194,-1.49654,-2.30102,-3.10658,-4.00308,-5.23679,-7.21506,-10.4057,-15.3267,-25.2885,-11.4544,-7.64606,-5.55603,-3.96653,-2.66514,-1.63685,-1.10621,-1.24204,-1.85272,-2.40103,-2.45631,-2.1449,-2.03484,-2.99945
-1109.07,0.884578,0.000722866,13,8191,0,1122.9,-2.79436,-0.480447,-5.88847,-2.43725,-1.14559,-0.575665,-0.816574,-1.52376,-2.57157,-4.1031,-6.16043,-8.52289,-11.2288,-15.2539,-24.7695,-10.4853,-6.75194,-4.99104,-3.76475,-2.01487,-1.51029,-1.42607,-1.7525,-2.21334,-2.4187,-2.24243,-2.1051,-3.01893,0.540111,0.459889,-5.88847,-2.43725,-1.14559,-0.575665,-0.480447,-0.816574,-1.52376,-2.57157,-4.1031,-6.16043,-8.52289,-11.2288,-15.2539,-24.7695,-10.4853,-6.75194,-4.99104,-3.76475,-2.79436,-2.01487,-1.51029,-1.42607,-1.7525,-2.21334,-2.4187,-2.24243,-2.1051,-3.01893
-1109.82,0.998982,0.000722866,12,6143,0,1125.49,-2.88282,-1.18989,-6.29023,-3.1875,-1.83972,-1.17701,-1.64943,-2.29538,-3.088,-4.11092,-5.49653,-7.50045,-10.4918,-15.0915,-24.889,-10.8023,-6.82489,-5.16705,-4.00931,-1.91837,-1.3746,-1.35556,-1.77679,-2.31248,-2.55156,-2.41197,-2.29105,-3.07387,0.546643,0.453357,-6.29023,-3.1875,-1.83972,-1.17701,-1.18989,-1.64943,-2.29538,-3.088,-4.11092,-5.49653,-7.50045,-10.4918,-15.0915,-24.889,-10.8023,-6.82489,-5.16705,-4.00931,-2.88282,-1.91837,-1.3746,-1.35556,-1.77679,-2.31248,-2.55156,-2.41197,-2.29105,-3.07387
-1108.37,0.980522,0.000722866,13,16383,0,1122.69,-3.32321,-1.00531,-6.22057,-3.07957,-1.73169,-1.06065,-1.26482,-1.60631,-2.17602,-3.24044,-4.89065,-7.14416,-10.1648,-14.6409,-24.4465,-10.9695,-7.02979,-5.29961,-4.20902,-2.55973,-2.00542,-1.75537,-1.85872,-2.15086,-2.23774,-1.99481,-1.93041,-2.98906,0.664604,0.335396,-6.22057,-3.07957,-1.73169,-1.06065,-1.00531,-1.26482,-1.60631,-2.17602,-3.24044,-4.89065,-7.14416,-10.1648,-14.6409,-24.4465,-10.9695,-7.02979,-5.29961,-4.20902,-3.32321,-2.55973,-2.00542,-1.75537,-1.85872,-2.15086,-2.23774,-1.99481,-1.93041,-2.98906
-1108.45,0.99072,0.000722866,13,8191,0,1116.24,-3.22478,-1.16567,-6.43601,-2.87888,-1.56565,-1.15518,-1.26569,-1.4729,-2.03622,-3.09827,-4.639,-6.76207,-9.80976,-14.4898,-24.4941,-10.9262,-7.06035,-5.42047,-4.28056,-2.43021,-2.06764,-1.9919,-2.01976,-2.05019,-1.98901,-1.84721,-1.89953,-2.94785,0.708153,0.291847,-6.43601,-2.87888,-1.56565,-1.15518,-1.16567,-1.26569,-1.4729,-2.03622,-3.09827,-4.639,-6.76207,-9.80976,-14.4898,-24.4941,-10.9262,-7.06035,-5.42047,-4.28056,-3.22478,-2.43021,-2.06764,-1.9919,-2.01976,-2.05019,-1.98901,-1.84721,-1.89953,-2.94785
-1112.81,0.785618,0.000722866,13,8191,0,1122.59,-3.20538,-0.378323,-5.97943,-2.55012,-1.14761,-0.496686,-0.610505,-1.0772,-1.86754,-3.17749,-5.01002,-7.20712,-10.033,-14.6234,-24.8368,-10.6062,-7.13349,-5.5073,-4.2723,-2.29398,-1.68701,-1.53433,-1.70738,-1.83748,-1.75142,-1.66812,-1.8898,-2.85959,0.673378,0.326622,-5.97943,-2.55012,-1.14761,-0.496686,-0.378323,-0.610505,-1.0772,-1.86754,-3.17749,-5.01002,-7.20712,-10.033,-14.6234,-24.8368,-10.6062,-7.13349,-5.5073,-4.2723,-3.20538,-2.29398,-1.68701,-1.53433,-1.70738,-1.83748,-1.75142,-1.66812,-1.8898,-2.85959
-1112.05,0.999424,0.000722866,14,16383,0,1123.74,-2.96809,-2.11829,-6.61288,-3.43313,-2.38179,-2.04762,-2.50655,-3.13771,-3.90197,-4.85101,-6.2281,-8.20714,-10.8978,-15.0446,-24.7098,-10.9203,-6.80405,-4.81248,-3.66688,-2.42789,-2.09841,-2.21802,-2.66107,-2.96784,-2.99558,-2.95258,-2.98945,-3.62379,0.476633,0.523367,-6.61288,-3.43313,-2.38179,-2.04762,-2.11829,-2.50655,-3.13771,-3.90197,-4.85101,-6.2281,-8.20714,-10.8978,-15.0446,-24.7098,-10.9203,-6.80405,-4.81248,-3.66688,-2.96809,-2.42789,-2.09841,-2.21802,-2.66107,-2.96784,-2.99558,-2.95258,-2.98945,-3.62379
-1110.14,0.950356,0.000722866,13,16383,0,1129.83,-4.09913,-1.33424,-6.25091,-2.82986,-1.69069,-1.36609,-1.41789,-1.61159,-1.97431,-2.75488,-4.27216,-6.63583,-9.84428,-14.4731,-24.3776,-11.2713,-7.69124,-6.00968,-4.88731,-3.44908,-2.85828,-2.49599,-2.46685,-2.52116,-2.40991,-2.2333,-2.21071,-2.89269,0.73188,0.26812,-6.25091,-2.82986,-1.69069,-1.36609,-1.33424,-1.41789,-1.61159,-1.97431,-2.75488,-4.27216,-6.63583,-9.84428,-14.4731,-24.3776,-11.2713,-7.69124,-6.00968,-4.88731,-4.09913,-3.44908,-2.85828,-2.49599,-2.46685,-2.52116,-2.40991,-2.2333,-2.21071,-2.89269
-1108.68,0.875534,0.000722866,12,8191,0,1131.53,-4.06495,-1.27183,-6.23943,-2.8875,-1.67397,-1.28239,-1.38494,-1.57974,-1.96826,-2.79907,-4.33689,-6.72092,-10.0227,-14.7146,-24.4185,-11.2407,-7.66707,-5.99837,-4.91148,-3.31629,-2.7359,-2.44147,-2.41419,-2.4804,-2.45719,-2.31009,-2.22816,-2.97897,0.716965,0.283035,-6.23943,-2.8875,-1.67397,-1.28239,-1.27183,-1.38494,-1.57974,-1.96826,-2.79907,-4.33689,-6.72092,-10.0227,-14.7146,-24.4185,-11.2407,-7.66707,-5.99837,-4.91148,-4.06495,-3.31629,-2.7359,-2.44147,-2.41419,-2.4804,-2.45719,-2.31009,-2.22816,-2.97897
-1112.4,0.963368,0.000722866,13,16383,0,1129.06,-2.87745,-0.744702,-6.09257,-2.59609,-1.12615,-0.54766,-1.51857,-2.48324,-3.42404,-4.60168,-6.3487,-8.6025,-11.3306,-15.4736,-25.2008,-11.3686,-7.29545,-5.22612,-3.86771,-2.06404,-1.49858,-1.43852,-1.8939,-2.3736,-2.4228,-2.23108,-2.30032,-3.2424,0.474973,0.525027,-6.09257,-2.59609,-1.12615,-0.54766,-0.744702,-1.51857,-2.48324,-3.42404,-4.60168,-6.3487,-8.6025,-11.3306,-15.4736,-25.2008,-11.3686,-7.29545,-5.22612,-3.86771,-2.87745,-2.06404,-1.49858,-1.43852,-1.8939,-2.3736,-2.4228,-2.23108,-2.30032,-3.2424
-1109.63,0.941844,0.000722866,13,16383,0,1127.3,-3.7064,-0.949429,-6.357,-2.88385,-1.55044,-1.01254,-1.26869,-1.96484,-3.06135,-4.58309,-6.41243,-8.40539,-10.9123,-15.1321,-25.0594,-11.2288,-7.82346,-6.27575,-4.93729,-2.83404,-2.40903,-2.40292,-2.75106,-3.17884,-3.37267,-3.30922,-3.25656,-3.92515,0.522452,0.477548,-6.357,-2.88385,-1.55044,-1.01254,-0.949429,-1.26869,-1.96484,-3.06135,-4.58309,-6.41243,-8.40539,-10.9123,-15.1321,-25.0594,-11.2288,-7.82346,-6.27575,-4.93729,-3.7064,-2.83404,-2.40903,-2.40292,-2.75106,-3.17884,-3.37267,-3.30922,-3.25656,-3.92515
-1108.18,0.990779,0.000722866,13,8191,0,1124.32,-3.82235,-1.42359,-6.42299,-3.25418,-2.05648,-1.5188,-1.64098,-2.06261,-2.75889,-3.973,-5.76195,-7.9766,-10.8389,-15.3525,-25.2974,-10.2922,-6.90059,-5.59089,-4.67492,-3.10031,-2.6863,-2.67398,-2.96939,-3.30099,-3.42414,-3.36655,-3.41855,-4.26272,0.612225,0.387775,-6.42299,-3.25418,-2.05648,-1.5188,-1.42359,-1.64098,-2.06261,-2.75889,-3.973,-5.76195,-7.9766,-10.8389,-15.3525,-25.2974,-10.2922,-6.90059,-5.59089,-4.67492,-3.82235,-3.10031,-2.6863,-2.67398,-2.96939,-3.30099,-3.42414,-3.36655,-3.41855,-4.26272
-1111.85,0.866256,0.000722866,13,8191,0,1123.77,-2.65504,-0.844968,-6.34082,-2.76795,-1.18734,-0.63294,-1.53878,-2.61374,-3.97005,-5.39692,-6.79285,-8.39871,-10.8601,-15.2355,-25.2079,-10.8599,-6.89304,-4.90339,-3.56602,-2.10799,-1.96649,-2.22416,-2.71178,-3.20528,-3.47313,-3.35072,-3.08291,-3.60554,0.397986,0.602014,-6.34082,-2.76795,-1.18734,-0.63294,-0.844968,-1.53878,-2.61374,-3.97005,-5.39692,-6.79285,-8.39871,-10.8601,-15.2355,-25.2079,-10.8599,-6.89304,-4.90339,-3.56602,-2.65504,-2.10799,-1.96649,-2.22416,-2.71178,-3.20528,-3.47313,-3.35072,-3.08291,-3.60554
-1110.17,0.896455,0.000722866,13,8191,0,1125.65,-3.44007,-1.63752,-6.04659,-3.0727,-1.99931,-1.57614,-2.04658,-2.69343,-3.51944,-4.48769,-5.71787,-7.49767,-10.1859,-14.5751,-24.4806,-10.8806,-6.89552,-5.11316,-4.11445,-2.89138,-2.50671,-2.43251,-2.76954,-3.31747,-3.61035,-3.4288,-3.07811,-3.44007,0.530333,0.469667,-6.04659,-3.0727,-1.99931,-1.57614,-1.63752,-2.04658,-2.69343,-3.51944,-4.48769,-5.71787,-7.49767,-10.1859,-14.5751,-24.4806,-10.8806,-6.89552,-5.11316,-4.11445,-3.44007,-2.89138,-2.50671,-2.43251,-2.76954,-3.31747,-3.61035,-3.4288,-3.07811,-3.44007
-1108.62,0.942399,0.000722866,11,4095,0,1120.83,-3.32317,-1.60377,-6.35534,-3.1888,-2.02458,-1.58602,-1.91317,-2.46858,-3.30887,-4.42211,-5.79877,-7.5666,-10.0917,-14.3175,-24.1592,-11.0104,-7.19309,-5.34814,-4.17787,-2.68377,-2.40749,-2.57894,-3.02782,-3.42221,-3.44208,-3.04749,-2.69945,-3.36007,0.527773,0.472227,-6.35534,-3.1888,-2.02458,-1.58602,-1.60377,-1.91317,-2.46858,-3.30887,-4.42211,-5.79877,-7.5666,-10.0917,-14.3175,-24.1592,-11.0104,-7.19309,-5.34814,-4.17787,-3.32317,-2.68377,-2.40749,-2.57894,-3.02782,-3.42221,-3.44208,-3.04749,-2.69945,-3.36007
-1107.18,0.987168,0.000722866,14,16383,0,1121.84,-3.17976,-0.504323,-5.70888,-2.37123,-1.11325,-0.590813,-0.695855,-1.20827,-2.16674,-3.5919,-5.45486,-7.78377,-10.735,-15.0406,-24.7217,-10.671,-7.09291,-5.42756,-4.15914,-2.52103,-2.13545,-1.99299,-2.09009,-2.336,-2.50743,-2.46012,-2.43064,-3.23395,0.615677,0.384323,-5.70888,-2.37123,-1.11325,-0.590813,-0.504323,-0.695855,-1.20827,-2.16674,-3.5919,-5.45486,-7.78377,-10.735,-15.0406,-24.7217,-10.671,-7.09291,-5.42756,-4.15914,-3.17976,-2.52103,-2.13545,-1.99299,-2.09009,-2.336,-2.50743,-2.46012,-2.43064,-3.23395
-1114.68,0.991012,0.000722866,14,16383,0,1124.74,-3.60607,-0.730252,-6.04698,-2.6442,-1.22555,-0.680927,-0.886552,-1.05291,-1.6919,-3.19712,-5.46288,-8.08425,-10.9564,-14.9908,-24.4927,-10.7573,-6.89007,-5.21495,-4.2649,-2.97744,-2.31707,-1.9077,-2.03828,-2.44151,-2.53803,-2.22843,-2.05492,-3.00448,0.665659,0.334341,-6.04698,-2.6442,-1.22555,-0.680927,-0.730252,-0.886552,-1.05291,-1.6919,-3.19712,-5.46288,-8.08425,-10.9564,-14.9908,-24.4927,-10.7573,-6.89007,-5.21495,-4.2649,-3.60607,-2.97744,-2.31707,-1.9077,-2.03828,-2.44151,-2.53803,-2.22843,-2.05492,-3.00448
-1110.19,0.867191,0.000722866,13,16383,0,1126.52,-3.5732,-0.713517,-5.95277,-2.62499,-1.30831,-0.755786,-0.876841,-1.13089,-1.74916,-3.15342,-5.38381,-8.0284,-10.9353,-15.0013,-24.435,-10.6985,-7.05348,-5.41665,-4.32628,-2.96696,-2.38414,-2.03137,-2.11726,-2.40221,-2.47574,-2.26717,-2.12665,-2.90848,0.664551,0.335449,-5.95277,-2.62499,-1.30831,-0.755786,-0.713517,-0.876841,-1.13089,-1.74916,-3.15342,-5.38381,-8.0284,-10.9353,-15.0013,-24.435,-10.6985,-7.05348,-5.41665,-4.32628,-3.5732,-2.96696,-2.38414,-2.03137,-2.11726,-2.40221,-2.47574,-2.26717,-2.12665,-2.90848
-1115.21,0.733386,0.000722866,12,4095,0,1123.76,-3.80189,-0.977535,-6.30197,-2.95814,-1.67216,-1.07793,-1.18958,-1.58073,-2.28243,-3.40278,-4.94171,-7.13301,-10.3914,-15.3759,-25.5477,-11.1919,-7.30581,-5.66802,-4.70546,-2.86907,-2.23993,-2.1088,-2.27394,-2.37909,-2.28307,-2.16209,-2.35501,-3.44918,0.654687,0.345313,-6.30197,-2.95814,-1.67216,-1.07793,-0.977535,-1.18958,-1.58073,-2.28243,-3.40278,-4.94171,-7.13301,-10.3914,-15.3759,-25.5477,-11.1919,-7.30581,-5.66802,-4.70546,-3.80189,-2.86907,-2.23993,-2.1088,-2.27394,-2.37909,-2.28307,-2.16209,-2.35501,-3.44918
